alleyCrossStreetsFlag,assemblyDistrict,bbl,bblBoroughCode,bblTaxBlock,bblTaxLot,bikeLane,boardOfElectionsPreferredLgc,boePreferredStreetName,boePreferredstreetCode,boroughCode1In,buildingIdentificationNumber,businessImprovementDistrict,censusBlock2000,censusBlock2010,censusBlockSuffix2000,censusTract1990,censusTract2000,censusTract2010,cityCouncilDistrict,civilCourtDistrict,coincidentSegmentCount,communityDistrict,communityDistrictBoroughCode,communityDistrictNumber,communitySchoolDistrict,condominiumBillingBbl,condominiumFlag,congressionalDistrict,cooperativeIdNumber,cornerCode,crossStreetNamesFlagIn,curveFlag,dcpCommercialStudyArea,dcpPreferredLgc,dofCondominiumIdentificationNumber,dotStreetLightContractorArea,dynamicBlock,electionDistrict,fireBattalion,fireCompanyNumber,fireCompanyType,fireDivision,firstBoroughName,firstStreetCode,firstStreetNameNormalized,fromLionNodeId,fromPreferredLgcsFirstSetOf5,genericId,geosupportFunctionCode,geosupportReturnCode,geosupportReturnCode2,gi5DigitStreetCode1,gi5DigitStreetCode2,gi5DigitStreetCode3,gi5DigitStreetCode4,gi5DigitStreetCode5,gi5DigitStreetCode6,gi5DigitStreetCode7,gi5DigitStreetCode8,giBoroughCode1,giBoroughCode2,giBoroughCode3,giBoroughCode4,giBoroughCode5,giBoroughCode6,giBoroughCode7,giBoroughCode8,giBuildingIdentificationNumber1,giBuildingIdentificationNumber2,giBuildingIdentificationNumber3,giBuildingIdentificationNumber4,giBuildingIdentificationNumber5,giBuildingIdentificationNumber6,giBuildingIdentificationNumber7,giBuildingIdentificationNumber8,giDcpPreferredLgc1,giDcpPreferredLgc2,giDcpPreferredLgc3,giDcpPreferredLgc4,giDcpPreferredLgc5,giDcpPreferredLgc6,giDcpPreferredLgc7,giDcpPreferredLgc8,giGeographicIdentifier1,giGeographicIdentifier2,giGeographicIdentifier3,giGeographicIdentifier4,giGeographicIdentifier5,giGeographicIdentifier6,giGeographicIdentifier7,giGeographicIdentifier8,giHighHouseNumber1,giHighHouseNumber2,giHighHouseNumber3,giHighHouseNumber4,giHighHouseNumber5,giHighHouseNumber6,giHighHouseNumber7,giHighHouseNumber8,giLowHouseNumber1,giLowHouseNumber2,giLowHouseNumber3,giLowHouseNumber4,giLowHouseNumber5,giLowHouseNumber6,giLowHouseNumber7,giLowHouseNumber8,giSideOfStreetIndicator1,giSideOfStreetIndicator2,giSideOfStreetIndicator3,giSideOfStreetIndicator4,giSideOfStreetIndicator5,giSideOfStreetIndicator6,giSideOfStreetIndicator7,giSideOfStreetIndicator8,giStreetCode1,giStreetCode2,giStreetCode3,giStreetCode4,giStreetCode5,giStreetCode6,giStreetCode7,giStreetCode8,giStreetName1,giStreetName2,giStreetName3,giStreetName4,giStreetName5,giStreetName6,giStreetName7,giStreetName8,healthArea,healthCenterDistrict,highBblOfThisBuildingsCondominiumUnits,highCrossStreetB5SC1,highCrossStreetB5SC2,highCrossStreetB5SC3,highCrossStreetCode1,highCrossStreetCode2,highCrossStreetCode3,highCrossStreetName1,highCrossStreetName2,highCrossStreetName3,highHouseNumberOfBlockfaceSortFormat,houseNumber,houseNumberIn,houseNumberSortFormat,hurricaneEvacuationZone,individualSegmentLength,instructionalRegion,interimAssistanceEligibilityIndicator,interiorLotFlag,internalLabelXCoordinate,internalLabelYCoordinate,latitude,latitudeInternalLabel,legacySegmentId,lionBoroughCode,lionBoroughCodeForVanityAddress,lionFaceCode,lionFaceCodeForVanityAddress,lionKey,lionKeyForVanityAddress,lionSequenceNumber,lionSequenceNumberForVanityAddress,listOf4Lgcs,longitude,longitudeInternalLabel,lowBblOfThisBuildingsCondominiumUnits,lowCrossStreetB5SC1,lowCrossStreetB5SC2,lowCrossStreetB5SC3,lowCrossStreetCode1,lowCrossStreetCode2,lowCrossStreetCode3,lowCrossStreetName1,lowCrossStreetName2,lowCrossStreetName3,lowHouseNumberOfBlockfaceSortFormat,lowHouseNumberOfDefiningAddressRange,message,message2,noCrossStreetCalculationFlag,nta,ntaName,numberOfCrossStreetB5SCsHighAddressEnd,numberOfCrossStreetB5SCsLowAddressEnd,numberOfCrossStreetsHighAddressEnd,numberOfCrossStreetsLowAddressEnd,numberOfEntriesInListOfGeographicIdentifiers,numberOfExistingStructuresOnLot,numberOfStreetCodesAndNamesInList,numberOfStreetFrontagesOfLot,physicalId,policePatrolBoroughCommand,policePrecinct,radiusOfCircle,reasonCode,reasonCode1a,reasonCode1e,reasonCode2,returnCode1a,returnCode1e,roadwayType,rpadBuildingClassificationCode,rpadSelfCheckCodeForBbl,sanbornBoroughCode,sanbornPageNumber,sanbornPageNumberSuffix,sanbornVolumeNumber,sanitationCollectionSchedulingSectionAndSubsection,sanitationDistrict,sanitationOrganicsCollectionSchedule,sanitationRecyclingCollectionSchedule,sanitationRegularCollectionSchedule,sanitationSnowPriorityCode,secantLocationRelatedToCurve,segmentAzimuth,segmentIdentifier,segmentLengthInFeet,segmentOrientation,segmentTypeCode,selfCheckCodeOfBillingBbl,sideOfStreetIndicator,sideOfStreetOfVanityAddress,specialAddressGeneratedRecordFlag,splitLowHouseNumber,stateSenatorialDistrict,streetCode1,streetCode10,streetCode2,streetCode3,streetCode4,streetCode5,streetCode6,streetCode7,streetCode8,streetCode9,streetName1,streetName10,streetName1In,streetName2,streetName3,streetName4,streetName5,streetName6,streetName7,streetName8,streetName9,streetStatus,taxMapNumberSectionAndVolume,toLionNodeId,toPreferredLgcsFirstSetOf5,trafficDirection,underlyingStreetCode,uspsPreferredCityName,vacantLotFlag,workAreaFormatIndicatorIn,xCoordinate,xCoordinateHighAddressEnd,xCoordinateLowAddressEnd,xCoordinateOfCenterofCurvature,yCoordinate,yCoordinateHighAddressEnd,yCoordinateLowAddressEnd,yCoordinateOfCenterofCurvature,zipCode
,39,4012720051,4,01272,0051,,1,72 STREET,41534001,4,4029542,,3000,3000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,301,051,49,307,E,14,QUEENS,41534001010,72 STREET,0046477,01,0063680,1B,00,01,15340,15340,,,,,,,4,4,,,,,,,4029542,4469810,,,,,,,01,01,,,,,,,,,,,,,,,35-49,35-49 GARAGE,,,,,,,35-49,35-49 GARAGE,,,,,,,L,L,,,,,,,41534001,41534001,,,,,,,72 STREET,72 STREET,,,,,,,1022,42,4012720051,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-49,35-49,100035049AA,X,,QN,E,,1013779,0212313,40.750442751814504,40.7493773539976,0075942,4,4,5838,5838,4583802040,4583802040,02040,02040,01,-73.89389721702946,-73.89342611815835,4012720051,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035049AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0073247,6,115,,,W,,W,01,00,1,S2,7,4,009,,10,2C,403,,ETH,MTH,S,,277,0075942,00750,S,U,,L,L,,100035001AA,13,,,,,,,,,,,,,"72ND ST,",,,,,,,,,2,40804,0046478,02,A,41534001,JACKSON HEIGHTS,,C,1013648,1013729,1013626,0000000,0212701,0212092,0212835,0000000,11372
,39,4012720050,4,01272,0050,,1,72 STREET,41534001,4,4029541,,3000,3000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,301,051,49,307,E,14,QUEENS,41534001010,72 STREET,0046477,01,0063680,1B,00,01,15340,15340,,,,,,,4,4,,,,,,,4029541,4469809,,,,,,,01,01,,,,,,,,,,,,,,,35-53,35-53 GARAGE,,,,,,,35-53,35-53 GARAGE,,,,,,,L,L,,,,,,,41534001,41534001,,,,,,,72 STREET,72 STREET,,,,,,,1022,42,4012720050,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-53,35-53,100035053AA,X,,QN,E,,1013783,0212283,40.7504372623235,40.749294998262044,0075942,4,4,5838,5838,4583802040,4583802040,02040,02040,01,-73.89389722577276,-73.8934118134159,4012720050,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035053AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0073247,6,115,,,W,,W,01,00,1,B1,9,4,009,,10,2C,403,,ETH,MTH,S,,277,0075942,00750,S,U,,L,L,,100035001AA,13,,,,,,,,,,,,,"72ND ST,",,,,,,,,,2,40804,0046478,02,A,41534001,JACKSON HEIGHTS,,C,1013648,1013729,1013626,0000000,0212699,0212092,0212835,0000000,11372
,39,4012720048,4,01272,0048,,1,72 STREET,41534001,4,4029540,,3000,3000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,301,051,49,307,E,14,QUEENS,41534001010,72 STREET,0046477,01,0063680,1B,00,01,15340,,,,,,,,4,,,,,,,,4029540,,,,,,,,01,,,,,,,,,,,,,,,,35-57,,,,,,,,35-57,,,,,,,,L,,,,,,,,41534001,,,,,,,,72 STREET,,,,,,,,1022,42,4012720048,408790,,,40879002,,,37 AVENUE,,,100036099AA,35-57,35-57,100035057AA,X,,QN,E,,1013787,0212253,40.75043177283253,40.749212642523744,0075942,4,4,5838,5838,4583802040,4583802040,02040,02040,01,-73.89389723451605,-73.89339750870882,4012720048,408590,,,40859001,,,35 AVENUE,,,100035001AA,100035057AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN28,Jackson Heights,1,1,1,1,0001,0001,,01,0073247,6,115,,,W,,W,01,00,1,B1,3,4,009,,10,2C,403,,ETH,MTH,S,,277,0075942,00750,S,U,,L,L,,100035001AA,13,,,,,,,,,,,,,"72ND ST,",,,,,,,,,2,40804,0046478,02,A,41534001,JACKSON HEIGHTS,,C,1013648,1013729,1013626,0000000,0212697,0212092,0212835,0000000,11372
,39,4012830048,4,01283,0048,,1,72 STREET,41534001,4,4029781,,4000,4008,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,,,E,,43016,01,,4,406,051,46,292,E,14,QUEENS,41534001010,72 STREET,0046476,02,0081751,1B,00,01,15340,,,,,,,,4,,,,,,,,4029781,,,,,,,,01,,,,,,,,,,,,,,,,37-15,,,,,,,,37-15,,,,,,,,L,,,,,,,,41534001,,,,,,,,72 STREET,,,,,,,,1022,42,4012830048,437290,,,43729001,,,BROADWAY,,,100037047AA,37-15,37-15,100037015AA,X,,QN,E,,1013750,0211906,40.74835675157872,40.74826033912249,0075940,4,4,5838,5838,4583803010,4583803010,03010,03010,01,-73.89390775751221,-73.89353256805643,4012830048,408790,,,40879002,,,37 AVENUE,,,100037001AA,100037015AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN28,Jackson Heights,1,1,1,1,0001,0001,,01,0093316,6,115,,,W,,W,01,00,1,D1,0,4,009,,10,2C,403,,ETH,MTH,S,,277,0075940,00384,S,U,,L,L,,100037001AA,13,,,,,,,,,,,,,"72ND ST,",,,,,,,,,2,40805,0046461,01,A,41534001,JACKSON HEIGHTS,,C,1013646,1013677,1013624,0000000,0211941,0211699,0212079,0000000,11372
X,34,4012450014,4,01245,0014,,1,73 STREET,41554001,4,4028603,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028603,4544972,,,,,,,01,01,,,,,,,,,,,,,,,33-18,33-18 GARAGE,,,,,,,33-18,33-18 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450014,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-18,33-18,100033018AA,6,00455,QN,E,,1013644,0214021,40.75379379890178,40.75406582821449,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89358147386817,-73.8939058836463,4012450014,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033018AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,1,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013734,1013785,1013691,0000000,0213922,0213579,0214245,0000000,11372
X,34,4012450015,4,01245,0015,,1,73 STREET,41554001,4,4028604,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028604,4544973,,,,,,,01,01,,,,,,,,,,,,,,,33-20,33-20 GARAGE,,,,,,,33-20,33-20 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450015,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-20,33-20,100033020AA,6,00455,QN,E,,1013648,0213996,40.7537773271023,40.753997196314536,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89357789081659,-73.8938915554433,4012450015,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033020AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,8,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013735,1013785,1013691,0000000,0213916,0213579,0214245,0000000,11372
X,34,4012450016,4,01245,0016,,1,73 STREET,41554001,4,4028605,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028605,4469750,,,,,,,01,01,,,,,,,,,,,,,,,33-22,33-22 GARAGE,,,,,,,33-22,33-22 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450016,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-22,33-22,100033022AA,6,00455,QN,E,,1013651,0213977,40.753758110558515,40.75394503620197,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89357431215194,-73.89388081040359,4012450016,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033022AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,6,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013736,1013785,1013691,0000000,0213909,0213579,0214245,0000000,11372
X,34,4012450017,4,01245,0017,,1,73 STREET,41554001,4,4028606,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028606,4469751,,,,,,,01,01,,,,,,,,,,,,,,,33-24,33-24 GARAGE,,,,,,,33-24,33-24 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450017,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-24,33-24,100033024AA,6,00455,QN,E,,1013653,0213957,40.75374163875872,40.75389013466923,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89357072910406,-73.89387367912065,4012450017,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033024AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,4,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013737,1013785,1013691,0000000,0213903,0213579,0214245,0000000,11372
X,34,4012450018,4,01245,0018,,1,73 STREET,41554001,4,4028607,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028607,4469752,,,,,,,01,01,,,,,,,,,,,,,,,33-26,33-26 GARAGE,,,,,,,33-26,33-26 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450018,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-26,33-26,100033026AA,6,00455,QN,E,,1013656,0213938,40.753722422214615,40.75383797455415,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89356715044339,-73.89386293411218,4012450018,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033026AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,2,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013738,1013785,1013691,0000000,0213896,0213579,0214245,0000000,11372
X,34,4012450019,4,01245,0019,,1,73 STREET,41554001,4,4028608,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028608,4544975,,,,,,,01,01,,,,,,,,,,,,,,,33-28,33-28 GARAGE,,,,,,,33-28,33-28 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450019,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-28,33-28,100033028AA,6,00455,QN,E,,1013659,0213917,40.753705953749524,40.75378032494934,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89356717675616,-73.893852197868,4012450019,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033028AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,0,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013738,1013785,1013691,0000000,0213890,0213579,0214245,0000000,11372
X,34,4012450020,4,01245,0020,,1,73 STREET,41554001,4,4028609,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028609,4469753,,,,,,,01,01,,,,,,,,,,,,,,,33-30,33-30 GARAGE,,,,,,,33-30,33-30 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450020,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-30,33-30,100033030AA,6,00455,QN,E,,1013662,0213895,40.75368673720519,40.753719930598876,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89356359809847,-73.89384146601654,4012450020,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033030AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,8,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013739,1013785,1013691,0000000,0213883,0213579,0214245,0000000,11372
X,34,4012450021,4,01245,0021,,1,73 STREET,41554001,4,4028610,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028610,4469754,,,,,,,01,01,,,,,,,,,,,,,,,33-32,33-32 GARAGE,,,,,,,33-32,33-32 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450021,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-32,33-32,100033032AA,6,00455,QN,E,,1013666,0213870,40.753667520660706,40.75365129868749,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89356001944279,-73.8938271379543,4012450021,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033032AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,6,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013740,1013785,1013691,0000000,0213876,0213579,0214245,0000000,11372
X,34,4012450022,4,01245,0022,,1,73 STREET,41554001,4,4028611,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028611,4469755,,,,,,,01,01,,,,,,,,,,,,,,,33-34,33-34 GARAGE,,,,,,,33-34,33-34 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450022,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-34,33-34,100033034AA,6,00455,QN,E,,1013669,0213848,40.753651048860256,40.75359090433358,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.8935564364033,-73.89381640614639,4012450022,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033034AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,4,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013741,1013785,1013691,0000000,0213870,0213579,0214245,0000000,11372
X,34,4012450023,4,01245,0023,,1,73 STREET,41554001,4,4028612,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028612,4469756,,,,,,,01,01,,,,,,,,,,,,,,,33-36,33-36 GARAGE,,,,,,,33-36,33-36 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450023,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-36,33-36,100033036AA,6,00455,QN,E,,1013671,0213828,40.75363183231545,40.75353600279404,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89355285775164,-73.89380927495444,4012450023,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033036AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,2,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013742,1013785,1013691,0000000,0213863,0213579,0214245,0000000,11372
X,34,4012450024,4,01245,0024,,1,73 STREET,41554001,4,4028613,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028613,4469757,,,,,,,01,01,,,,,,,,,,,,,,,33-38,33-38 GARAGE,,,,,,,33-38,33-38 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450024,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-38,33-38,100033038AA,6,00455,QN,E,,1013674,0213808,40.75361536051469,40.75348109792599,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89354927471585,-73.89379853442945,4012450024,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033038AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,0,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013743,1013785,1013691,0000000,0213857,0213579,0214245,0000000,11372
X,34,4012450025,4,01245,0025,,1,73 STREET,41554001,4,4028614,,1000,1000,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,101,029,49,307,E,14,QUEENS,41554001010,73 STREET,0046489,01,0028211,1B,00,01,15540,15540,,,,,,,4,4,,,,,,,4028614,4469758,,,,,,,01,01,,,,,,,,,,,,,,,33-40,33-40 GARAGE,,,,,,,33-40,33-40 GARAGE,,,,,,,R,R,,,,,,,41554001,41554001,,,,,,,73 STREET,73 STREET,,,,,,,1022,42,4012450025,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-40,33-40,100033040AA,6,00455,QN,E,,1013677,0213788,40.75359614396956,40.75342619305652,0186911,4,4,5848,5848,4584801047,4584801047,01047,01047,01,-73.89354569606814,-73.89378779392216,4012450025,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033040AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0002,,01,0032681,6,115,,,W,,W,01,00,1,B1,7,4,020,,10,2C,403,,ETH,MTH,P,,277,0186911,00469,S,U,,R,R,,100033002AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046484,02,W,41554001,JACKSON HEIGHTS,,C,1013744,1013785,1013691,0000000,0213850,0213579,0214245,0000000,11372
