"GRC","ReasonCode","BadRecordId","uid","hn","street","boro","state"
"99"," ",2129,90350,"29-34","162ND ST","QUEENS","NY"
"99"," ",2130,90351,"29-35","162ND ST","QUEENS","NY"
"99"," ",2131,90352,"29-38","162ND ST","QUEENS","NY"
"99"," ",2132,90353,"29-41","162ND ST","QUEENS","NY"
"99"," ",2133,90354,"29-42","162ND ST","QUEENS","NY"
"99"," ",2134,90355,"29-47","162ND ST","QUEENS","NY"
"99"," ",2135,90356,"29-50","162ND ST","QUEENS","NY"
"99"," ",2136,90357,"29-60","162ND ST","QUEENS","NY"
"99"," ",2137,90358,"29-65","162ND ST","QUEENS","NY"
"99"," ",2138,90359,"32-03","162ND ST","QUEENS","NY"
"99"," ",2139,90360,"32-04","162ND ST","QUEENS","NY"
"99"," ",2140,90361,"32-16","162ND ST","QUEENS","NY"
"99"," ",2141,90362,"32-17","162ND ST","QUEENS","NY"
"99"," ",2142,90363,"32-21","162ND ST","QUEENS","NY"
"99"," ",2143,90364,"32-22","162ND ST","QUEENS","NY"
"99"," ",2144,90365,"32-26","162ND ST","QUEENS","NY"
"99"," ",2145,90366,"32-29","162ND ST","QUEENS","NY"
"99"," ",2146,90367,"32-39","162ND ST","QUEENS","NY"
"99"," ",2147,90368,"33-11","162ND ST","QUEENS","NY"
"99"," ",2148,90369,"33-12","162ND ST","QUEENS","NY"
"99"," ",2149,90370,"33-16","162ND ST","QUEENS","NY"
"99"," ",2150,90371,"33-17","162ND ST","QUEENS","NY"
"99"," ",2151,90372,"33-22","162ND ST","QUEENS","NY"
"99"," ",2152,90373,"33-25","162ND ST","QUEENS","NY"
"99"," ",2153,90374,"33-26","162ND ST","QUEENS","NY"
"99"," ",2154,90375,"33-33","162ND ST","QUEENS","NY"
"99"," ",2155,90376,"33-37","162ND ST","QUEENS","NY"
"99"," ",2156,90377,"33-40","162ND ST","QUEENS","NY"
"99"," ",2157,90378,"33-45","162ND ST","QUEENS","NY"
"99"," ",2158,90379,"33-46","162ND ST","QUEENS","NY"
"99"," ",2159,90380,"33-50","162ND ST","QUEENS","NY"
"99"," ",2160,90381,"33-51","162ND ST","QUEENS","NY"
"99"," ",2161,90382,"33-57","162ND ST","QUEENS","NY"
"99"," ",2162,90383,"33-58","162ND ST","QUEENS","NY"
"99"," ",2163,90384,"33-63","162ND ST","QUEENS","NY"
"99"," ",2164,90385,"33-64","162ND ST","QUEENS","NY"
"99"," ",2165,90386,"33-69","162ND ST","QUEENS","NY"
"99"," ",2166,90387,"33-70","162ND ST","QUEENS","NY"
"99"," ",2167,90388,"33-74","162ND ST","QUEENS","NY"
"99"," ",2168,90389,"33-75","162ND ST","QUEENS","NY"
"99"," ",2169,90390,"33-80","162ND ST","QUEENS","NY"
"99"," ",2170,90391,"33-81","162ND ST","QUEENS","NY"
"99"," ",2171,90392,"35-05","162ND ST","QUEENS","NY"
"99"," ",2172,90393,"35-06","162ND ST","QUEENS","NY"
"99"," ",2173,90394,"35-11","162ND ST","QUEENS","NY"
"99"," ",2174,90395,"35-12","162ND ST","QUEENS","NY"
"99"," ",2175,90396,"35-17","162ND ST","QUEENS","NY"
"99"," ",2176,90397,"35-18","162ND ST","QUEENS","NY"
"99"," ",2177,90398,"35-19","162ND ST","QUEENS","NY"
"99"," ",2178,90399,"35-24","162ND ST","QUEENS","NY"
"99"," ",2179,90400,"35-29","162ND ST","QUEENS","NY"
"99"," ",2180,90401,"35-34","162ND ST","QUEENS","NY"
"99"," ",2181,90402,"35-35","162ND ST","QUEENS","NY"
"99"," ",2182,90403,"35-40","162ND ST","QUEENS","NY"
"99"," ",2183,90404,"35-41","162ND ST","QUEENS","NY"
"99"," ",2184,90405,"35-46","162ND ST","QUEENS","NY"
"99"," ",2185,90406,"35-47","162ND ST","QUEENS","NY"
"99"," ",2186,90407,"35-51","162ND ST","QUEENS","NY"
"99"," ",2187,90408,"35-52","162ND ST","QUEENS","NY"
"99"," ",2188,90409,"35-57","162ND ST","QUEENS","NY"
"99"," ",2189,90410,"35-58","162ND ST","QUEENS","NY"
"99"," ",2190,90411,"35-65","162ND ST","QUEENS","NY"
"99"," ",2191,90412,"35-68","162ND ST","QUEENS","NY"
"99"," ",2192,90413,"35-70","162ND ST","QUEENS","NY"
"99"," ",2193,90414,"35-71","162ND ST","QUEENS","NY"
"99"," ",2194,90415,"35-74","162ND ST","QUEENS","NY"
"99"," ",2195,90416,"35-75","162ND ST","QUEENS","NY"
"99"," ",2196,90417,"35-82","162ND ST","QUEENS","NY"
"99"," ",2197,90418,"35-88","162ND ST","QUEENS","NY"
"99"," ",2198,90419,"29-12","163RD ST","QUEENS","NY"
"99"," ",2199,90420,"29-24","163RD ST","QUEENS","NY"
"99"," ",2200,90421,"33-01","163RD ST","QUEENS","NY"
"99"," ",2201,90422,"33-05","163RD ST","QUEENS","NY"
"99"," ",2202,90423,"33-09","163RD ST","QUEENS","NY"
"99"," ",2203,90424,"33-11","163RD ST","QUEENS","NY"
"99"," ",2204,90425,"33-12","163RD ST","QUEENS","NY"
"99"," ",2205,90426,"33-18","163RD ST","QUEENS","NY"
"99"," ",2206,90427,"33-21","163RD ST","QUEENS","NY"
"99"," ",2207,90428,"33-24","163RD ST","QUEENS","NY"
"99"," ",2208,90429,"33-23/25","163RD ST","QUEENS","NY"
"99"," ",2209,90430,"33-27/29","163RD ST","QUEENS","NY"
"99"," ",2210,90431,"33-30","163RD ST","QUEENS","NY"
"99"," ",2211,90432,"33-31/33","163RD ST","QUEENS","NY"
"99"," ",2212,90433,"33-34","163RD ST","QUEENS","NY"
"99"," ",2213,90434,"33-37","163RD ST","QUEENS","NY"
"99"," ",2214,90435,"33-38","163RD ST","QUEENS","NY"
"99"," ",2215,90436,"33-42","163RD ST","QUEENS","NY"
"99"," ",2216,90437,"33-45","163RD ST","QUEENS","NY"
"99"," ",2217,90438,"33-46","163RD ST","QUEENS","NY"
"99"," ",2218,90439,"33-50","163RD ST","QUEENS","NY"
"99"," ",2219,90440,"33-51","163RD ST","QUEENS","NY"
"99"," ",2220,90441,"33-52","163RD ST","QUEENS","NY"
"99"," ",2221,90442,"33-55","163RD ST","QUEENS","NY"
"99"," ",2222,90443,"33-58","163RD ST","QUEENS","NY"
"99"," ",2223,90444,"33-59","163RD ST","QUEENS","NY"
"99"," ",2224,90445,"33-62","163RD ST","QUEENS","NY"
"99"," ",2225,90446,"33-63","163RD ST","QUEENS","NY"
"99"," ",2226,90447,"33-66","163RD ST","QUEENS","NY"
"99"," ",2227,90448,"33-67","163RD ST","QUEENS","NY"
"99"," ",2228,90449,"33-70","163RD ST","QUEENS","NY"
"99"," ",2229,90450,"33-73","163RD ST","QUEENS","NY"
"99"," ",2230,90451,"33-78","163RD ST","QUEENS","NY"
"99"," ",2231,90452,"33-81","163RD ST","QUEENS","NY"
"99"," ",2232,90453,"33-84","163RD ST","QUEENS","NY"
"99"," ",2233,90454,"35-05","163RD ST","QUEENS","NY"
"99"," ",2234,90455,"35-10","163RD ST","QUEENS","NY"
"99"," ",2235,90456,"35-15","163RD ST","QUEENS","NY"
"99"," ",2236,90457,"35-18","163RD ST","QUEENS","NY"
"99"," ",2237,90458,"35-19/23","163RD ST","QUEENS","NY"
"99"," ",2238,90459,"35-22","163RD ST","QUEENS","NY"
"99"," ",2239,90460,"35-27/31","163RD ST","QUEENS","NY"
